Date,3MINDIA_price,ADANIPORTS_price,ADANIPOWER_price,AEGISCHEM_price,ALLCARGO_price,AMARAJABAT_price,ANANTRAJ_price,APOLLOTYRE_price,ASAHIINDIA_price,ASHOKLEY_price,ASHOKA_price,ASIANPAINT_price,AUTOAXLES_price,AXISBANK_price,BAJAJ-AUTO_price,BAJAJCON_price,BAJAJELEC_price,BAJFINANCE_price,BAJAJFINSV_price,BAJAJHLDNG_price,BALKRISIND_price,BALMLAWRIE_price,BALRAMCHIN_price,BANKBARODA_price,BEL_price,BHARATFORG_price,BPCL_price,BHARTIARTL_price,BLUEDART_price,BRIGADE_price,BRITANNIA_price,CANFINHOME_price,CANBK_price,CGCL_price,CCL_price,CEATLTD_price,CENTRALBK_price,CESC_price,CGPOWER_price,CHENNPETRO_price,CHOLAFIN_price,CUB_price,COALINDIA_price,COFORGE_price,CONCOR_price,COSMOFIRST_price,CRISIL_price,DBREALTY_price,DCMSHRIRAM_price,DCBBANK_price,DLF_price,EDELWEISS_price,ELECON_price,EMAMILTD_price,ENGINERSIN_price,ESCORTS_price,EPL_price,EVEREADY_price,EXIDEIND_price,FSL_price,GAIL_price,GEPIL_price,GET&D_price,GHCL_price,GLOBUSSPR_price,GMRINFRA_price,GODFRYPHLP_price,GODREJCP_price,GODREJPROP_price,GOKEX_price,GRAPHITE_price,GRASIM_price,GESHIP_price,GREENPLY_price,GRINDWELL_price,GTLINFRA_price,GPPL_price,GSPL_price,GOCLCORP_price,HAVELLS_price,HBLPOWER_price,HCLTECH_price,HDFCBANK_price,HEROMOTOCO_price,HFCL_price,HGS_price,HCC_price,HINDPETRO_price,HINDUNILVR_price,HONAUT_price,HDIL_price,ICICIBANK_price,IDBI_price,IDEA_price,IFCI_price,IIFL_price,IBREALEST_price,DHANI_price,INDIANB_price,IOC_price,IOB_price,ICIL_price,IGL_price,INDUSINDBK_price,IRB_price,ITC_price,JKIL_price,JISLJALEQS_price,JPASSOCIAT_price,JPPOWER_price,J&KBANK_price,JBMA_price,JINDALPOLY_price,JINDALSTEL_price,JKTYRE_price,JMFINANCIL_price,JSWENERGY_price,JSWHL_price,JSWSTEEL_price,JUBLFOOD_price,JYOTHYLAB_price,KEC_price,KOTAKBANK_price,KPRMILL_price,LAOPALA_price,LT_price,LICHSGFIN_price,LINDEINDIA_price,MAHSCOOTER_price,M&MFIN_price,M&M_price,MAHLIFE_price,MANINFRA_price,MANAPPURAM_price,MRPL_price,MARICO_price,MARUTI_price,MFSL_price,MCLEODRUSS_price,UNOMINDA_price,MMTC_price,MOTILALOFS_price,MRF_price,NH_price,NAVA_price,NCC_price,NESTLEIND_price,NHPC_price,NTPC_price,OLECTRA_price,OMAXE_price,PAISALO_price,PATANJALI_price,PERSISTENT_price,PETRONET_price,PHOENIXLTD_price,POLYPLEX_price,PFC_price,POWERGRID_price,PRAJIND_price,PRESTIGE_price,PGHH_price,PSB_price,PNB_price,RADICO_price,RAJESHEXPO_price,RELCAPITAL_price,RCOM_price,RELINFRA_price,RPOWER_price,RELIGARE_price,RECLTD_price,SADBHAV_price,SANGHVIMOV_price,SHRIRAMFIN_price,SIEMENS_price,SJVN_price,SKFINDIA_price,SMLISUZU_price,SOBHA_price,SOMANYCERA_price,SOUTHBANK_price,SBIN_price,SSWL_price,SUNTECK_price,SUPRAJIT_price,SUZLON_price,TATACOFFEE_price,TATACOMM_price,TATAELXSI_price,TATACONSUM_price,TATAINVEST_price,TATAMOTORS_price,TATAPOWER_price,TTML_price,TECHM_price,TEXRAIL_price,FEDERALBNK_price,KTKBANK_price,KARURVYSYA_price,THERMAX_price
2019-07-03,23206.85,414.9,65.75,200.5,78.62,631.25,31.65,200.9,213.55,90.3,144.65,1352.0,1075.2,806.2,2897.75,323.8,520.44,3715.4,843.05,3723.8,748.2,120.23,142.5,125.5,37.7,462.75,381.2,346.69,2648.55,183.93,2794.7,357.95,287.75,161.85,254.5,929.75,20.75,79.14,26.6,206.2,291.5,213.45,250.95,1333.65,576.4,155.03,1430.3,11.35,566.45,230.7,193.65,88.97,46.4,303.0,122.0,571.8,130.0,69.9,207.7,51.55,101.75,853.45,241.45,224.98,135.05,15.1,822.15,672.9,949.55,97.25,329.4,927.9,269.2,167.25,605.0,0.75,83.05,196.3,256.25,790.45,22.95,525.6,1244.83,2587.5,19.6,319.05,11.8,287.95,1784.7,24918.5,16.1,435.95,36.95,11.95,9.2,146.25,115.85,304.25,258.8,104.1,12.15,32.65,302.15,1470.6,9.55,276.7,155.1,25.65,3.05,2.0,277.4,91.08,241.84,144.2,79.85,76.15,71.65,2919.75,277.4,250.21,159.85,328.15,1475.0,123.65,196.65,1578.05,568.5,519.0,4614.45,6533.8,6533.8,139.33,19.83,137.35,60.35,372.85,6533.8,419.6,14.3,154.5,24.7,699.25,56806.65,24.7,95.8,97.9,11819.15,24.7,143.25,216.4,199.55,37.53,5.0,615.8,249.5,654.55,514.9,133.5,156.71,138.5,285.05,10929.65,26.2,81.25,304.3,717.4,64.6,1.45,55.05,4.35,28.9,125.63,243.75,112.15,1061.14,1331.75,24.35,1991.8,731.65,553.05,439.55,12.95,366.15,78.52,469.0,207.1,4.5,79.9,475.8,921.25,271.65,902.2,162.3,73.85,4.1,701.1,62.74,109.8,94.5,70.2,1051.85
2019-07-04,22794.7,414.9,65.35,206.9,77.42,648.2,31.7,199.4,214.05,89.95,145.75,1359.7,1059.25,808.85,2894.8,323.55,519.47,3732.5,853.76,3711.6,751.55,120.6,147.9,129.4,37.87,475.95,380.0,356.06,2664.6,184.87,2841.35,357.95,287.15,159.48,255.15,936.0,20.75,78.03,26.25,206.9,291.7,210.75,251.1,1338.15,573.0,150.77,1425.25,11.7,554.75,231.9,194.6,90.55,46.3,307.7,120.0,570.9,130.8,70.15,206.5,51.85,102.6,871.8,236.6,225.17,132.85,15.1,832.85,674.7,946.4,98.05,323.05,941.6,274.6,171.05,601.85,0.75,83.75,194.75,259.85,783.8,23.05,520.38,1241.9,2606.15,19.3,322.33,11.7,288.65,1793.6,24944.2,15.95,436.2,37.65,12.35,9.15,158.95,118.3,322.95,260.15,104.37,12.65,32.65,302.5,1493.1,9.59,277.65,153.2,27.25,3.0,2.0,275.05,93.68,243.06,142.1,79.75,76.5,71.95,2924.85,275.05,251.81,161.15,332.85,1497.8,122.95,198.0,1571.7,568.75,513.4,4605.6,6544.45,6544.45,138.27,19.83,136.25,60.25,374.2,6544.45,415.25,13.6,156.76,24.85,691.25,56539.45,24.6,97.15,97.3,11884.45,24.6,143.45,219.4,199.65,37.19,5.0,620.6,252.65,653.75,515.4,133.05,157.65,140.5,287.75,10986.8,26.95,82.05,305.4,717.95,64.35,1.5,54.65,4.3,28.1,125.55,238.15,111.3,1039.48,1357.65,24.6,2008.5,726.65,561.4,440.25,13.0,367.4,78.64,476.2,205.65,4.64,79.2,463.05,914.35,269.65,901.7,165.2,72.15,4.1,700.6,62.06,108.85,95.64,70.45,1061.7
2019-07-05,22753.75,402.45,63.65,209.5,75.84,644.4,31.35,195.3,212.4,87.05,141.25,1358.7,1027.9,806.1,2842.55,323.1,501.61,3719.15,843.54,3601.8,736.95,119.87,150.9,130.45,36.13,458.1,370.05,358.08,2655.6,180.57,2824.85,360.45,291.15,159.1,250.35,925.25,20.8,76.8,25.15,205.2,288.6,205.95,241.9,1323.5,575.7,147.8,1432.5,12.45,572.45,231.0,186.95,89.66,45.7,307.95,113.65,541.2,130.65,69.9,202.75,50.45,102.13,857.1,234.75,222.12,131.2,15.1,818.6,671.85,925.05,94.1,318.5,927.05,266.65,170.9,603.2,0.8,83.5,192.6,259.4,765.55,23.3,508.2,1236.2,2512.3,19.8,317.55,11.5,287.5,1791.4,24545.7,16.6,436.35,35.95,12.0,9.1,155.1,115.9,336.7,256.8,101.47,12.75,32.3,297.45,1532.55,9.38,279.45,153.1,25.95,2.95,1.9500000000000002,266.65,92.22,243.15,134.1,79.2,76.35,71.55,2949.2,266.65,246.95,163.0,330.75,1517.2,122.01,200.0,1558.35,566.6,530.9,4526.8,6360.0,6360.0,134.2,19.6,136.1,59.6,378.8,6360.0,416.2,12.95,150.27,23.95,690.5,56003.15,24.45,96.95,95.65,11956.9,24.45,136.5,216.7,199.55,37.51,4.75,627.2,248.65,643.6,506.3,131.25,154.39,135.95,274.5,10887.7,26.5,81.8,296.45,726.7,62.2,1.55,51.15,4.15,28.5,124.99,222.25,111.55,1053.81,1259.6,24.65,1996.7,709.55,559.15,440.0,13.0,370.65,78.54,456.05,205.65,4.45,79.2,461.35,889.85,266.6,894.9,160.2,70.6,3.9,681.1,58.11,107.35,93.23,70.05,1044.25
2019-07-08,22108.35,397.8,62.1,211.55,74.78,636.1,30.0,187.45,211.3,84.8,132.3,1340.25,1027.95,782.9,2777.8,320.1,491.32,3413.3,759.31,3505.55,717.7,116.93,154.95,124.65,33.73,449.15,360.85,349.83,2632.55,180.63,2781.15,362.25,269.95,150.26,244.55,904.25,20.0,76.86,23.0,193.1,276.35,200.0,232.4,1311.05,554.0,144.57,1435.85,11.25,579.4,223.6,182.4,86.18,44.1,302.95,107.85,519.4,130.7,69.25,199.15,49.3,100.7,846.85,227.45,213.39,124.5,15.05,794.55,651.5,889.45,89.55,309.85,888.55,252.7,167.2,582.85,0.75,81.15,183.15,254.7,746.55,22.9,519.53,1204.8,2380.15,19.5,315.33,11.15,283.1,1753.55,23996.5,15.9,425.9,34.25,11.45,8.7,147.0,113.15,301.8,241.45,96.03,12.2,31.6,297.1,1476.5,9.18,277.45,145.6,23.55,2.7,1.9,262.25,88.88,230.14,135.35,76.15,74.9,70.1,2945.3,262.25,248.97,163.5,322.85,1475.3,120.1,199.35,1490.35,550.55,503.5,4238.85,6038.7,6038.7,132.45,19.07,129.55,58.95,370.95,6038.7,400.45,12.55,142.41,22.9,667.6,54776.25,23.9,94.75,93.5,11801.45,23.9,129.6,200.05,199.35,37.0,4.6,613.9,245.85,610.85,496.7,127.5,150.94,128.05,257.0,10900.1,25.65,72.8,283.05,694.0,61.0,1.6,50.0,4.0,34.1,120.34,203.9,110.85,1009.84,1247.35,24.2,1956.15,677.15,550.5,428.8,12.9,355.3,78.14,438.4,202.3,4.18,76.85,454.15,856.9,263.55,881.05,154.55,68.6,3.75,680.35,55.25,105.1,92.41,69.05,1020.45
2019-07-09,21848.55,405.0,67.15,214.05,73.13,644.95,29.7,186.35,210.05,83.8,134.8,1321.0,1020.8,786.2,2786.4,319.85,469.95,3603.1,785.54,3618.85,726.6,120.03,149.5,125.9,35.78,454.1,360.1,355.62,2602.45,183.03,2762.65,366.0,275.25,148.32,238.45,903.7,19.85,78.54,23.3,189.0,283.1,199.6,229.6,1314.75,549.0,143.03,1432.7,11.45,565.7,228.9,183.65,82.97,44.4,301.0,109.7,535.55,130.45,69.85,199.8,51.2,98.07,870.05,232.2,211.56,123.8,15.3,791.25,646.75,899.3,92.4,304.35,910.95,248.45,166.3,598.7,0.75,82.95,184.95,242.5,738.85,22.75,510.38,1189.58,2444.1,19.85,317.58,11.15,287.9,1740.25,23548.85,15.55,428.5,34.75,11.35,8.7,145.2,113.0,301.15,242.7,100.93,12.05,31.15,303.9,1492.1,9.28,273.1,146.45,24.45,2.85,1.85,262.35,89.3,225.93,135.85,76.25,77.85,70.95,2950.3,262.35,244.35,164.1,318.5,1462.85,120.09,203.65,1526.6,571.7,503.3,4359.7,5945.45,5945.45,135.0,18.27,129.9,58.7,370.4,5945.45,417.15,11.95,136.74,23.05,674.4,54571.2,24.15,94.4,93.05,11687.05,24.15,129.55,200.7,199.55,38.31,4.75,615.4,241.95,629.75,499.6,128.35,153.56,128.4,275.95,10962.8,25.9,74.35,286.5,691.7,59.25,1.65,48.95,4.05,37.5,102.98,192.95,109.55,1029.26,1260.1,25.7,1954.75,673.6,568.85,428.55,12.8,359.5,78.27,457.15,202.8,4.36,78.05,449.35,853.9,263.55,874.2,155.8,68.5,3.9,675.9,53.53,106.75,91.41,69.55,1044.35
2019-07-10,21985.3,405.0,62.95,214.15,73.5,647.55,30.05,187.0,208.85,84.8,133.2,1322.95,998.75,769.25,2740.4,318.1,446.63,3429.05,765.82,3580.9,720.7,120.03,154.2,124.25,34.62,443.2,349.6,351.94,2606.85,177.8,2769.55,365.8,275.3,147.28,241.05,901.05,19.85,77.45,22.4,182.2,279.85,199.05,233.35,1308.75,555.35,142.17,1444.85,10.95,545.8,231.8,177.7,87.66,43.35,296.7,110.6,537.65,130.0,71.45,199.25,51.8,96.63,846.45,232.5,208.51,123.6,15.05,772.45,637.75,908.7,92.25,306.1,913.45,241.15,166.2,598.75,0.75,82.6,187.6,240.25,726.55,22.75,509.45,1194.38,2400.0,20.15,315.68,10.8,286.7,1718.6,23340.65,15.2,430.9,34.45,11.25,8.5,145.7,114.1,292.1,243.6,98.77,12.1,31.25,304.3,1487.25,9.25,273.15,147.8,24.2,2.7,1.8,254.9,88.32,230.84,131.8,76.15,77.1,70.05,2929.4,254.9,246.68,163.7,319.85,1475.85,121.01,204.4,1499.55,541.45,507.6,4251.4,5927.9,5927.9,138.0,18.77,126.95,58.55,370.4,5927.9,410.5,11.4,150.22,22.65,666.35,55196.9,23.85,92.55,89.15,11550.45,23.85,129.05,201.2,199.35,38.8,4.75,616.2,244.2,649.05,491.3,124.95,153.98,125.85,269.9,10921.9,26.45,72.75,285.8,693.6,56.1,1.7000000000000002,46.05,4.0,39.15,107.33,193.5,108.75,1011.46,1212.8,25.95,1918.65,671.8,546.75,420.75,12.55,354.2,78.18,453.15,198.15,4.45,77.2,463.6,849.65,251.65,873.55,151.65,66.35,4.05,674.85,52.12,105.3,90.91,69.55,1039.75
2019-07-11,21719.05,412.9,62.7,213.35,74.14,650.0,30.2,188.1,203.85,85.15,129.8,1332.45,996.1,766.4,2711.7,317.0,457.66,3451.05,764.57,3546.95,732.05,120.53,147.95,126.0,35.6,464.6,350.55,354.1,2587.45,177.9,2765.15,374.0,280.4,146.57,238.0,894.65,19.85,78.57,21.85,179.65,280.9,203.35,234.9,1317.25,557.9,143.97,1436.35,11.25,528.95,238.2,186.0,89.34,43.3,300.8,111.25,544.65,130.45,69.95,202.7,52.25,98.3,847.25,227.75,207.24,128.25,15.1,772.7,635.55,931.0,91.45,283.95,919.25,245.45,168.45,595.05,0.75,80.95,190.8,241.0,719.1,22.95,510.4,1203.58,2507.8,21.45,318.0,10.85,286.6,1730.9,23458.3,15.0,426.55,34.9,11.65,8.6,144.45,116.35,304.85,243.85,98.6,12.2,31.25,305.8,1541.25,9.23,275.65,145.4,25.8,2.7,1.85,267.3,87.56,225.56,133.9,77.55,76.0,68.95,2909.15,267.3,244.15,163.2,322.8,1484.95,121.82,202.8,1495.2,539.3,503.45,4211.0,6031.2,6031.2,137.25,18.67,127.9,60.45,368.1,6031.2,407.8,11.0,149.97,22.7,668.1,56163.9,23.9,91.55,87.4,11506.8,23.9,128.95,197.35,199.35,38.52,4.55,609.9,250.25,651.35,496.1,126.2,156.45,124.85,271.0,10901.35,26.25,74.55,287.6,694.75,58.8,1.75,51.05,4.2,43.05,108.71,190.55,108.65,1020.6,1235.95,26.65,1936.7,682.95,549.6,417.55,13.05,363.2,78.13,446.8,199.25,4.59,77.1,505.25,843.05,255.95,878.7,156.8,67.4,4.0,665.7,51.76,104.85,90.95,69.75,1030.75
2019-07-12,21930.2,415.3,63.85,209.05,73.84,651.05,30.25,187.15,207.9,84.9,131.4,1361.95,992.0,755.8,2722.55,319.2,465.66,3377.5,772.57,3505.15,739.3,120.13,162.0,125.95,35.35,462.45,345.75,349.54,2570.9,178.6,2780.6,372.85,284.4,145.72,238.85,893.8,19.85,78.05,21.05,187.15,281.75,204.5,231.25,1347.45,557.9,143.03,1438.75,11.15,536.25,237.15,186.15,91.08,42.5,310.1,108.7,541.8,130.35,73.4,205.3,52.15,97.77,842.2,226.5,209.35,125.55,15.1,772.3,628.15,942.5,94.35,295.65,916.05,255.15,158.65,587.0,0.75,81.5,196.95,244.55,710.45,22.85,511.95,1196.95,2569.8,21.6,320.85,10.85,281.5,1713.2,23377.8,14.85,427.05,34.95,11.7,8.65,144.85,116.7,299.05,242.25,97.9,12.25,31.55,310.35,1509.5,9.18,275.05,142.95,24.75,2.7,1.9,267.9,86.36,225.65,139.05,77.85,74.25,69.1,2892.65,267.9,241.57,162.15,326.2,1483.65,118.54,195.3,1466.85,536.35,506.75,4159.55,5971.45,5971.45,135.63,18.87,129.85,59.85,371.0,5971.45,418.5,11.55,153.1,22.85,666.25,56074.7,24.15,90.1,87.45,11672.15,24.15,127.8,197.3,199.75,39.0,4.65,622.6,248.2,649.55,497.25,124.7,155.03,128.65,272.85,10861.55,25.9,75.4,285.35,692.15,57.9,1.8,50.85,4.2,44.05,111.6,184.5,109.85,1023.15,1230.5,26.9,1946.6,679.25,567.05,423.4,13.1,363.6,78.36,454.85,203.65,4.55,77.7,490.85,849.5,257.95,881.65,159.3,68.15,3.8,665.8,52.03,106.25,92.36,69.75,1042.1
2019-07-15,21753.4,409.1,62.7,210.3,75.12,643.65,30.15,184.95,203.0,85.45,128.3,1353.15,969.7,749.75,2714.0,317.95,466.68,3412.1,771.45,3522.85,747.95,119.2,155.85,122.0,34.28,462.55,347.4,344.14,2470.65,177.9,2773.6,370.1,273.9,151.11,242.8,894.55,19.8,78.46,19.1,189.9,275.75,205.1,230.4,1345.8,551.5,144.5,1381.05,11.15,530.55,235.85,186.05,92.66,42.65,315.4,108.05,529.15,130.1,72.7,204.05,51.65,97.0,823.7,226.35,208.65,124.0,15.0,770.4,620.7,948.3,94.65,295.35,922.3,251.35,150.75,583.85,0.75,81.35,204.05,243.1,719.15,22.55,513.75,1197.38,2545.55,21.05,315.25,10.5,286.25,1716.95,22929.4,14.55,422.3,34.7,11.75,8.6,139.15,113.75,287.9,236.5,96.93,12.0,31.5,314.75,1475.1,8.94,270.95,145.95,24.2,2.7,1.9500000000000002,270.95,84.6,223.4,141.25,78.25,74.55,69.4,2840.75,270.95,241.29,161.65,328.35,1508.1,118.78,199.1,1440.6,538.3,502.35,4150.45,6079.7,6079.7,137.38,18.73,128.45,60.15,369.4,6079.7,414.0,12.1,159.37,22.6,664.55,56132.4,24.3,94.6,84.5,11484.45,24.3,127.95,192.55,201.2,38.34,4.55,621.35,246.05,632.55,496.3,125.05,153.71,124.9,271.15,10951.1,24.95,73.45,282.85,684.65,54.1,1.75,49.1,4.05,41.85,112.31,177.05,109.1,1034.78,1216.5,26.25,1945.35,661.6,570.2,425.05,13.05,360.05,78.28,443.05,200.9,4.41,78.0,492.6,816.5,254.3,855.05,160.95,68.55,3.85,677.9,51.35,106.7,92.95,69.0,1045.1
2019-07-16,22053.8,417.75,63.75,209.1,75.31,641.5,30.25,187.05,201.2,86.35,125.0,1372.3,965.5,761.05,2732.45,316.75,460.83,3448.7,788.17,3557.05,754.85,118.7,155.6,124.2,34.35,465.7,354.45,344.29,2391.55,182.23,2747.15,373.25,276.65,156.12,241.7,893.9,19.65,77.16,17.8,194.35,277.05,207.3,232.8,1345.2,552.7,142.27,1400.95,10.75,520.2,239.15,191.35,91.74,42.45,319.9,110.25,545.5,130.1,72.25,205.85,52.2,98.23,834.95,223.6,207.94,122.8,15.05,767.0,633.25,975.6,94.55,299.9,930.5,249.55,143.25,583.65,0.75,80.65,211.75,236.85,736.2,22.7,509.83,1195.6,2544.35,20.65,316.38,10.15,295.7,1741.3,22999.55,14.3,424.6,35.0,11.8,8.65,135.55,114.85,289.1,232.65,98.03,12.0,32.15,320.2,1473.2,8.69,271.95,149.4,23.95,2.7,2.0,273.9,84.34,220.92,145.25,78.35,73.3,70.7,2880.7,273.9,253.96,162.15,325.1,1501.45,119.03,199.7,1461.2,555.65,506.5,4218.75,6158.05,6158.05,136.57,18.67,136.55,59.8,368.15,6158.05,420.25,12.7,160.17,22.65,661.9,56510.9,24.1,97.55,84.45,11708.65,24.1,130.95,191.95,200.8,38.62,4.35,616.25,249.2,650.6,498.35,125.75,156.68,126.95,278.55,10997.35,25.85,75.75,283.45,684.5,52.25,1.7000000000000002,47.9,3.95,39.8,115.61,178.9,117.2,1060.31,1230.35,26.15,1931.7,662.3,574.5,420.25,13.15,364.35,78.28,449.45,203.35,4.27,77.6,495.1,814.7,259.55,849.85,170.0,67.95,3.7,675.95,51.67,107.2,90.95,68.75,1079.5
2019-07-17,22258.7,417.05,63.4,206.2,75.72,650.7,30.2,184.6,202.6,85.45,127.05,1395.9,962.65,752.6,2696.9,311.85,453.85,3463.3,785.46,3556.85,750.15,118.67,155.2,127.3,34.43,464.9,352.8,339.87,2400.65,183.3,2797.8,382.15,280.2,153.81,245.0,892.8,19.55,78.37,19.55,196.95,276.25,209.25,230.0,1345.9,551.7,143.63,1385.3,10.35,510.6,199.95,190.7,84.84,42.05,323.2,108.7,539.1,130.0,71.25,205.2,53.25,95.6,853.8,223.15,206.67,122.65,15.05,773.25,644.35,989.9,94.75,301.45,926.7,260.8,136.1,585.05,0.7000000000000001,81.5,209.45,239.6,729.85,22.85,520.38,1198.73,2522.95,20.5,315.73,10.2,297.0,1760.7,22662.9,14.55,424.7,35.2,11.95,8.6,138.9,115.4,290.5,230.9,97.9,12.1,33.35,319.05,1501.25,9.2,272.9,149.8,23.6,2.75,2.1,271.9,82.62,221.02,144.45,78.5,74.35,71.85,2856.3,271.9,251.2,163.05,322.9,1534.6,118.52,199.95,1455.45,550.1,503.6,4205.7,6075.7,6075.7,139.9,18.63,134.05,59.4,372.4,6075.7,427.55,13.3,156.96,22.55,646.8,56004.7,23.8,96.8,83.1,11695.4,23.8,129.1,189.6,199.7,39.0,4.15,611.15,251.1,660.05,508.6,125.15,156.0,129.4,276.8,10903.15,25.8,75.35,290.8,684.75,54.3,1.65,49.65,3.95,37.85,115.09,185.15,112.35,1060.31,1220.7,25.85,1930.25,660.8,570.35,425.15,13.3,372.4,78.33,448.4,200.1,4.09,78.45,486.9,742.45,257.0,853.1,167.9,69.05,3.55,690.8,51.35,103.15,90.36,68.2,1093.75
2019-07-18,21915.85,412.4,62.7,205.0,75.42,640.6,29.7,179.25,200.15,81.45,126.9,1384.95,925.95,740.4,2630.8,309.95,447.56,3467.65,784.77,3523.4,751.0,117.9,149.8,121.35,32.18,440.85,349.25,336.19,2400.45,184.13,2820.85,390.25,268.5,153.71,246.35,883.4,19.45,77.73,21.5,194.55,270.8,205.05,220.3,1342.45,538.95,136.87,1395.5,10.05,504.1,201.5,183.2,83.58,40.4,321.4,105.2,529.15,129.95,71.9,201.45,53.2,94.63,844.2,216.0,200.2,120.2,14.85,782.35,644.1,977.25,91.55,285.75,907.7,258.3,129.3,580.8,0.65,81.15,208.65,237.5,717.55,22.15,509.28,1205.95,2479.45,20.05,316.4,10.0,291.2,1739.15,22438.7,14.1,418.65,34.45,11.3,8.35,130.85,112.3,290.5,226.3,98.4,12.0,32.6,319.6,1471.45,9.14,273.0,144.0,23.0,2.65,2.0,266.1,77.76,215.78,142.8,76.3,71.85,71.75,2849.7,266.1,249.17,160.0,318.75,1538.25,118.81,195.85,1435.2,533.95,503.6,4183.6,5882.35,5882.35,133.88,17.8,129.25,58.0,370.35,5882.35,422.35,12.65,148.2,22.25,624.75,55538.4,23.4,93.7,80.7,11596.75,23.4,127.05,187.75,199.45,38.98,3.95,608.05,244.05,655.05,495.65,121.0,154.01,127.4,276.1,10767.95,24.9,73.2,282.65,685.8,52.55,1.7000000000000002,48.1,3.8,36.0,110.7,186.45,110.5,1027.89,1205.15,25.4,1934.55,654.35,560.35,425.15,13.0,363.65,78.23,449.3,199.95,3.95,77.15,476.8,732.05,255.1,861.95,160.75,66.35,3.4,687.2,50.62,99.15,87.91,67.4,1090.4
2019-07-19,21884.85,405.5,60.95,202.85,74.93,610.65,29.3,174.8,200.25,79.35,122.4,1369.1,884.45,729.25,2558.25,298.7,440.87,3323.1,756.64,3500.05,728.65,117.17,146.8,118.0,32.85,437.2,351.0,333.68,2403.9,182.4,2749.15,388.15,265.35,153.1,245.95,872.7,18.95,76.24,22.05,194.15,265.0,200.5,221.9,1346.75,535.25,133.47,1350.3,10.0,504.0,193.75,180.05,79.89,39.0,319.8,106.25,508.85,130.0,69.65,188.35,51.55,91.73,823.65,217.0,196.44,115.85,14.8,764.8,627.85,950.75,88.4,273.75,879.95,259.55,127.45,569.55,0.7000000000000001,79.7,208.3,232.0,717.05,21.7,507.8,1187.83,2387.4,20.05,319.33,9.65,292.25,1720.4,22386.75,13.55,410.3,33.95,10.95,8.05,132.2,110.75,276.2,221.7,97.67,11.7,32.45,322.85,1422.15,9.07,268.3,134.85,23.3,2.55,1.9,259.05,73.02,216.2,138.7,75.05,68.95,72.2,2861.45,259.05,243.18,158.85,318.15,1498.9,118.61,190.8,1411.55,522.9,490.95,4021.6,5769.1,5769.1,131.82,17.1,123.15,57.95,364.95,5769.1,406.75,12.1,142.98,21.65,605.5,53502.85,23.5,90.6,78.65,11547.05,23.5,129.9,185.85,199.65,38.97,3.8,577.2,241.95,654.5,491.9,119.25,154.28,122.3,276.1,10506.15,24.55,72.8,287.4,685.35,51.15,1.75,42.65,3.65,34.2,110.74,179.25,107.55,1038.26,1193.95,24.65,1915.6,643.2,554.05,421.75,12.7,356.0,78.34,440.65,198.75,4.04,76.4,472.15,701.45,248.85,838.2,154.85,66.55,3.25,675.05,48.99,98.8,87.55,67.1,1100.15
2019-07-22,21677.2,407.2,62.95,200.05,73.43,621.0,28.7,175.0,202.95,79.35,120.0,1404.2,859.55,727.45,2562.9,290.75,436.24,3246.6,716.25,3431.0,732.6,116.03,147.75,118.35,33.5,437.85,353.5,336.24,2388.55,181.6,2734.5,375.55,264.35,148.79,245.6,855.9,18.5,75.68,21.6,194.5,254.95,197.45,221.4,1343.45,537.75,134.0,1373.65,9.05,495.3,192.55,179.5,75.18,38.55,318.3,107.75,493.45,132.2,71.7,191.65,50.75,92.0,795.55,212.95,193.63,111.4,14.75,750.6,621.2,946.65,89.7,263.35,892.15,250.15,129.85,554.7,0.7000000000000001,79.75,206.1,222.35,722.7,21.5,509.48,1148.63,2403.7,19.85,311.85,9.35,293.7,1680.7,22378.35,13.4,411.5,33.4,10.75,8.0,131.2,102.9,277.7,217.9,98.63,11.7,32.0,316.15,1418.4,9.18,264.4,134.65,23.25,2.55,1.85,264.4,71.36,223.4,143.15,75.15,70.4,70.7,2778.9,264.4,239.98,157.25,315.85,1454.3,118.28,188.7,1403.7,512.45,491.35,3899.1,5912.5,5912.5,130.42,15.67,121.05,57.1,361.85,5912.5,414.5,11.5,134.05,20.85,576.35,54144.1,23.1,91.55,79.95,11304.7,23.1,130.85,185.75,199.3,38.68,3.65,574.7,241.7,656.75,484.0,120.9,153.08,122.3,267.5,10506.7,24.35,72.5,294.9,684.95,50.9,1.8,43.15,3.65,32.5,112.2,174.05,108.6,1015.42,1187.4,24.45,1899.85,618.25,548.35,422.2,12.55,350.85,78.27,432.45,193.25,3.86,75.3,477.95,679.75,251.6,843.95,156.75,67.1,3.1,671.95,49.53,95.6,87.41,63.85,1123.05
